date,state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,hash,dateChecked,death,hospitalized,total,totalTestResults,posNeg,fips,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease
20200328,MD,992,11516,,,226,,,,,,9a4f0c46cc3178a20535820bef6c0096ec60c487,2020-03-28T20:00:00Z,5,226,12508,12508,12508,24,0,53,11422,218,11640
20200328,ME,211,3394,,,,,,,,36,6a5bccaf6b59cc976bba660e1db01c905136fd21,2020-03-28T20:00:00Z,1,,3605,3605,3605,23,0,0,0,43,43
20200328,MI,3657,9109,,,,,,,,,19385f58abdb5af8402070c8c995ced4e4a7dd67,2020-03-28T20:00:00Z,92,,12766,12766,12766,26,0,0,2559,0,2559
20200328,MN,441,15688,,30,57,,17,,,220,a8973e480f151382f19549d1bdfc538a4e03c387,2020-03-28T20:00:00Z,5,57,16129,16129,16129,27,1,6,2083,43,2126
20200328,MO,838,10082,,,,,,,,,e3f4b93a6ae042958eb8189a70db6a5157dcbfbe,2020-03-28T20:00:00Z,10,,10920,10920,10920,29,2,0,9713,169,9882
20200328,MP,2,,,,,,,,,,7b50f60167cf1b698fab776267ec6db2d2d94e8e,2020-03-28T20:00:00Z,,,2,2,2,69,0,0,0,2,2
20200328,MS,663,2560,,,219,,,,,,6abee145ef8e88027852840cb9a48bc1ad203737,2020-03-28T20:00:00Z,13,219,3223,3223,3223,28,5,34,0,84,84
20200328,MT,129,3256,,,7,,,,,,92e123a507931bf1b282c0575331bdd0d17fba98,2020-03-28T20:00:00Z,1,7,3385,3385,3385,30,1,0,666,21,687
20200328,NC,935,16592,,87,87,,,,,,4490e409e3e6c1a5225b5a95861d3d183aecb0d8,2020-03-28T20:00:00Z,4,87,17527,17527,17527,37,1,10,2219,172,2391
20200328,ND,83,2809,,,16,,,,,16,b3dcd39ac30934f3e505d5d57bc88442172b358f,2020-03-28T20:00:00Z,1,16,2892,2892,2892,38,1,3,382,18,400
20200328,NE,96,1904,,,,,,,,,ba991b0ef3a5d94c0f5b994ff54cc8053cfde2b7,2020-03-28T20:00:00Z,2,,2000,2000,2000,31,2,0,143,11,154
20200328,NH,187,3656,296,,30,,,,,,3372eb26e404d2af3105361a92e2fcff4bdd04e7,2020-03-28T20:00:00Z,2,30,4139,3843,3843,33,1,5,261,29,290
20200328,NJ,11124,19386,,,,,,,,,c6cebd8484d76c0eb029b134ec375b577bb3c0fa,2020-03-28T20:00:00Z,140,,30510,30510,30510,34,32,0,2839,2299,5138
20200328,NM,191,9196,,17,17,,,,,,b993009444826db35c4e34917abeeb36c139fe36,2020-03-28T20:00:00Z,1,17,9387,9387,9387,35,0,17,819,55,874
20200328,NV,621,7901,,,,,,,,,38aee6610ca54e785d7593c3916d7256e0ac2a9b,2020-03-28T20:00:00Z,10,,8522,8522,8522,32,0,0,1740,86,1826
20200328,NY,52318,103616,,7328,10054,1755,1755,,,2726,7592db95575a5d4ef226ff6014283d8d85a0db52,2020-03-28T20:00:00Z,728,10054,155934,155934,155934,36,209,1528,2498,7683,10181
20200328,OH,1406,19012,,,344,,123,,,,e1ae2e6533d6476a00dce3fdf53a9d06d6df11c3,2020-03-28T20:00:00Z,25,344,20418,20418,20418,39,6,68,0,269,269
20200328,OK,377,1180,,,126,,,,,,0955acd0f7dadd282ecf522f79bd9042b3af7b95,2020-03-28T20:00:00Z,15,126,1557,1557,1557,40,7,21,96,55,151
20200328,OR,479,9693,,107,117,,,31,31,,4615188d4b688420245f6cee70b98db2cee2680e,2020-03-28T20:00:00Z,13,117,10172,10172,10172,41,1,15,1183,65,1248
20200328,PA,2751,25254,,,316,,,,,,0b00e5e4eec84c744f25bfd23aa3ff905cca2f2e,2020-03-28T20:00:00Z,34,316,28005,28005,28005,42,12,75,4238,533,4771
20200328,PR,100,739,792,,,,,,,,c1f61bf559aeba0b90d63533c15308234532ea16,2020-03-28T20:00:00Z,3,,1631,839,839,72,0,0,220,21,241
20200328,RI,203,2306,138,28,28,9,9,6,6,,0bed0a7e68897a419c999e031bb047fe8344d76f,2020-03-28T20:00:00Z,,28,2647,2509,2509,44,0,5,940,38,978
20200328,SC,539,2408,,,129,,,,,,4328bb39fcb99f8666b72daf09cc3812ab1727cf,2020-03-28T20:00:00Z,13,129,2947,2947,2947,45,4,20,101,83,184
20200328,SD,68,2592,0,,,,,,,26,f6d58782a216be383150078737dd5aa359ef916d,2020-03-28T20:00:00Z,1,,2660,2660,2660,46,0,0,205,10,215
20200328,TN,1373,16965,,,118,,,,,,645205ffe209d5acbff94f4dd98d7d981e97a644,2020-03-28T20:00:00Z,6,118,18338,18338,18338,47,0,15,2077,170,2247
20200328,TX,2052,23208,,,,,,,,,9d601857ab7b38aa375d52c046e21db2fe147e92,2020-03-28T20:00:00Z,27,,25260,25260,25260,48,4,0,1273,321,1594
20200328,UT,602,10710,,,,,,,,,eff17f1a0f1557568ff842519c39e1fbc56c66ae,2020-03-28T20:00:00Z,2,,11312,11312,11312,49,0,0,1946,122,2068
20200328,VA,739,8427,,,99,,,,,,4a9486b875debc40351684839a6e07900f0fd3ca,2020-03-28T20:00:00Z,17,99,9166,9166,9166,51,3,16,1694,135,1829
20200328,VI,22,106,55,,,,,,,,a72d22e25c64a506247e64802e4b379c6ad85da3,2020-03-28T20:00:00Z,0,,183,128,128,78,0,0,51,3,54
20200328,VT,211,2163,,,18,,,,,,c531c6adaae5c5623a25bebe275eb0269f0e549e,2020-03-28T20:00:00Z,12,18,2374,2374,2374,50,2,0,86,27,113
20200328,WA,3723,49015,,,254,,,,,,aa547bbffd960fa3d6684722df352a64ab786e19,2020-03-28T20:00:00Z,175,254,52738,52738,52738,53,28,254,5842,516,6358
20200328,WI,989,15232,,,,,,,,,cc9a38626e488667d80901c4814ba600f9f923cb,2020-03-28T20:00:00Z,13,,16221,16221,16221,55,0,0,2092,147,2239
20200328,WV,96,2331,6,,1,,,,,,673594f71200f16f129f2a5e2d70765e7785bb3e,2020-03-28T20:00:00Z,0,1,2433,2427,2427,54,0,0,552,20,572
20200328,WY,82,1475,,,14,,,,,18,33814ce4191a5dcfd2db3346f01e91095209c877,2020-03-28T20:00:00Z,0,14,1557,1557,1557,56,0,3,264,12,276
20200327,AK,69,2319,13,,3,,,,,,4440492623bf23f8e264cde045f01820bcf5eb1f,2020-03-27T20:00:00Z,1,3,2401,2388,2388,02,0,0,518,10,528
20200327,AL,587,4184,,,,,,,,,07d7df62adf5e730a3da751291c1fba471551397,2020-03-27T20:00:00Z,3,,4771,4771,4771,01,2,0,591,81,672
20200327,AR,381,1545,0,48,48,,,17,17,19,c2a33c66ca291bafc54edb8e9bb2bdb04a02ac38,2020-03-27T20:00:00Z,3,48,1926,1926,1926,05,0,7,41,46,87
20200327,AS,0,,0,,,,,,,,400cfc6bea633fc7dca5b095b5dbf9f025a02099,2020-03-27T20:00:00Z,0,,0,0,0,60,0,0,0,0,0
20200327,AZ,736,7455,30,,,,,,,,ed32559e21a38aa4dcf186932bc2e858d1974669,2020-03-27T20:00:00Z,13,,8221,8191,8191,04,5,0,7108,159,7267
20200327,CA,3879,17380,57400,746,746,200,200,,,,10bb2a3981dc15348851c537abdb117a3e09d2a3,2020-03-27T20:00:00Z,78,746,78659,21259,21259,06,13,746,0,873,873
20200327,CO,1430,8692,,,184,,,,,,9429f394429920c07d58b96d744275aaed7bb88b,2020-03-27T20:00:00Z,24,184,10122,10122,10122,08,5,36,1714,344,2058
20200327,CT,1291,7109,,,173,,,,,,3c8514200b49122389594ce0362801f8667bfc67,2020-03-27T20:00:00Z,27,173,8400,8400,8400,09,6,48,1484,279,1763
20200327,DC,267,1897,2,,,,,,,49,05e7fe78e293ec8a664077ad665e2495d86713bd,2020-03-27T20:00:00Z,3,,2166,2164,2164,11,0,0,271,36,307
20200327,DE,163,36,,,15,,,,,9,31d53bb84c5e9bfaceb7402a234c7fc1540bbba3,2020-03-27T20:00:00Z,2,15,199,199,199,10,1,2,0,33,33
20200327,FL,2765,28186,1517,,456,,,,,,b93ab29f799aa9d89c0f98c7f427278725445572,2020-03-27T20:00:00Z,34,456,32468,30951,30951,12,6,50,4445,410,4855
20200327,GA,2001,7864,,,566,,,,,,b85e11000166a29096d95a7188bd6313144ef7fe,2020-03-27T20:00:00Z,64,566,9865,9865,9865,13,16,93,463,476,939
20200327,GU,51,299,,,11,,,,,,acdee4d6457233f974e2858a61350934cc0888fe,2020-03-27T20:00:00Z,1,11,350,350,350,66,0,0,36,6,42
20200327,HI,106,4357,,,7,,,,,,8abd3d7a2e51102bd77b1d155788a12a5405e9ab,2020-03-27T20:00:00Z,,7,4463,4463,4463,15,0,2,0,11,11
20200327,IA,235,3740,,32,50,,,,,18,a23c3b107d9c1fdabfcdbf0d850c781b78831c20,2020-03-27T20:00:00Z,3,50,3975,3975,3975,19,2,4,1162,56,1218
20200327,ID,189,2668,,,,,,,,,e07b9d6372f5b9719ff22ba8d64b136f5aabe538,2020-03-27T20:00:00Z,3,,2857,2857,2857,16,3,0,603,66,669
20200327,IL,3026,18516,,,,,,,,,65f47d4e133e84caba214c7a0efd4f69e51ceb5a,2020-03-27T20:00:00Z,34,,21542,21542,21542,17,8,0,4423,488,4911
20200327,IN,981,5955,,,,,,,,,3708ffb8604728a20d1032f73b6da67ee72ea866,2020-03-27T20:00:00Z,24,,6936,6936,6936,18,7,0,1949,336,2285
20200327,KS,202,3229,,,27,,,,,,00010abd938af813b268bdf5dfe70271ba5d42aa,2020-03-27T20:00:00Z,4,27,3431,3431,3431,20,1,27,360,34,394
20200327,KY,248,3768,,,,,,,,,c8caceb5970b63067f283dfe604e520e4034f198,2020-03-27T20:00:00Z,6,,4016,4016,4016,21,2,0,666,50,716
20200327,LA,2746,18613,,,773,,,,270,,8403ec4e8479f56c60ee105634c0b15796c301c3,2020-03-27T20:00:00Z,119,773,21359,21359,21359,22,36,97,2889,441,3330
20200327,MA,3240,26131,,,219,,,,,,016484cf6143f06b89bdb98758e558945940304e,2020-03-27T20:00:00Z,35,219,29371,29371,29371,25,10,0,4927,823,5750
20200327,MD,774,94,,,173,,,,,25,0a28c9d4e27baa6cdf5626370be8d76e282880d6,2020-03-27T20:00:00Z,5,173,868,868,868,24,1,41,0,194,194
20200327,ME,168,3394,,,,,,,,24,7150d501b5d1f77e6ab73e054bb65b8ac1d6685b,2020-03-27T20:00:00Z,1,,3562,3562,3562,23,1,0,0,13,13
20200327,MI,3657,6550,,,,,,,,,9a88e637206f03a02622b999c68fa4e0b400b417,2020-03-27T20:00:00Z,92,,10207,10207,10207,26,32,0,0,801,801
20200327,MN,398,13605,,34,51,,17,,,180,7c0b3f30124d18556eddb9a53cba26e8b144daca,2020-03-27T20:00:00Z,4,51,14003,14003,14003,27,2,10,1001,52,1053
20200327,MO,669,369,,,,,,,,,e164635689d048e1c9a7125b8b7fe42bd18dfd3d,2020-03-27T20:00:00Z,8,,1038,1038,1038,29,0,0,0,167,167
20200327,MP,0,,,,,,,,,,2f5f231a6bd383fd894c67af3b27dee189d2815e,2020-03-27T20:00:00Z,0,,0,0,0,69,0,0,0,0,0
20200327,MS,579,2560,,,185,,,,,,cb4ab3b814e5417a4015c0a7ae69eb7eaa092c9a,2020-03-27T20:00:00Z,8,185,3139,3139,3139,28,2,35,269,94,363
20200327,MT,108,2590,,,7,,,,,,80cf224382b2b613d31d3a1a3987b68e42389ca3,2020-03-27T20:00:00Z,,7,2698,2698,2698,30,0,6,462,37,499
20200327,NC,763,14373,,77,77,,,,,,37a877325357e4e49c996759f5e5df827fa53973,2020-03-27T20:00:00Z,3,77,15136,15136,15136,37,1,48,2099,127,2226
20200327,ND,65,2427,,,13,,,,,15,4211f51616b6afba9db6498b58fc90ab33be7172,2020-03-27T20:00:00Z,0,13,2492,2492,2492,38,0,3,388,13,401
20200327,NE,85,1761,,,,,,,,,64cd084ae1882a6e72f9f4b3908fd89881bb007f,2020-03-27T20:00:00Z,0,,1846,1846,1846,31,0,0,177,12,189
20200327,NH,158,3395,592,,25,,,,,,a82fcad4f7253fef19c71e71f7f2429e17e1c1a7,2020-03-27T20:00:00Z,1,25,4145,3553,3553,33,0,6,394,21,415
20200327,NJ,8825,16547,,,,,,,,,4f710137c0893063153d8fe5d0e84c4ea0db8bc4,2020-03-27T20:00:00Z,108,,25372,25372,25372,34,27,0,2886,1949,4835
20200327,NM,136,8377,,,,,,,,,a96718b15dd4f8b2bf0aa0cf64145d513d35f6e6,2020-03-27T20:00:00Z,1,,8513,8513,8513,35,0,0,696,24,720
20200327,NV,535,6161,,,,,,,,,c45254e1c7f4cc7635c3cc42cc996a47b745d36c,2020-03-27T20:00:00Z,10,,6696,6696,6696,32,0,0,1464,115,1579
20200327,NY,44635,101118,,6481,8526,1583,1583,,,2045,d7f2dd3fcfbabebfdaeaa0a19e5db38d94fb112a,2020-03-27T20:00:00Z,519,8526,145753,145753,145753,36,134,1682,16272,7377,23649
20200327,OH,1137,19012,,,276,,107,,,,775347bbd54dbd3e3235391c7d2d5eb4c87cab2c,2020-03-27T20:00:00Z,19,276,20149,20149,20149,39,4,53,2563,270,2833
20200327,OK,322,1084,,,105,,,,,,01208f5d22ac2638f9654bb25fdb4bbe426dd561,2020-03-27T20:00:00Z,8,105,1406,1406,1406,40,1,19,126,74,200
20200327,OR,414,8510,,91,102,,,31,31,,b60609c583643679e2b128c34d9394e1a6104f4d,2020-03-27T20:00:00Z,12,102,8924,8924,8924,41,1,12,1557,87,1644
20200327,PA,2218,21016,,,241,,,,,,e80400da9fd2c8e84d22566050fa2b705d7fdde0,2020-03-27T20:00:00Z,22,241,23234,23234,23234,42,6,241,4575,531,5106
20200327,PR,79,519,334,,,,,,,,aefe7a30d1464bfc9d4213163b6f4e311db5a14b,2020-03-27T20:00:00Z,3,,932,598,598,72,1,0,142,15,157
20200327,RI,165,1366,138,23,23,9,9,6,6,,3aa8781ddb1a283fea34688735c02184efabee03,2020-03-27T20:00:00Z,,23,1669,1531,1531,44,0,0,27,0,27
20200327,SC,456,2307,,,109,,,,,,eba42fa8d4d9d65fdf8d2aefb0cc7cf13e75ee31,2020-03-27T20:00:00Z,9,109,2763,2763,2763,45,0,0,0,0,0
20200327,SD,58,2387,20,,,,,,,21,5d1fd96fd9c93ab88a3ac21f0a7fb8314ab018ef,2020-03-27T20:00:00Z,1,,2465,2445,2445,46,0,0,414,12,426
20200327,TN,1203,14888,,,103,,,,,,c3a5af8cf2531b13791648be5b30584a9e811787,2020-03-27T20:00:00Z,6,103,16091,16091,16091,47,3,27,936,246,1182
20200327,TX,1731,21935,,,,,,,,,8409fedc70d96ce072fcd2c62d1101488f155d94,2020-03-27T20:00:00Z,23,,23666,23666,23666,48,5,0,1907,335,2242
20200327,UT,480,8764,,,,,,,,,59049455f72c15c38a8ad386ca6a601e271b4a6d,2020-03-27T20:00:00Z,2,,9244,9244,9244,49,1,0,1456,78,1534
20200327,VA,604,6733,,,83,,,,,,376dd9385db92b70861adb4e990699e2ae38ea4f,2020-03-27T20:00:00Z,14,83,7337,7337,7337,51,1,18,1004,144,1148
20200327,VI,19,55,2,,,,,,,,9d4a9356e2a46f3d6adfaa8df2adb5ac097e4973,2020-03-27T20:00:00Z,0,,76,74,74,78,0,0,0,2,2
20200327,VT,184,2077,,,18,,,,,,0064eda2b4b2bd74f386a29d0fa13b8378aff141,2020-03-27T20:00:00Z,10,18,2261,2261,2261,50,1,18,227,26,253
20200327,WA,3207,43173,,,,,,,,,c6ef40387ed54825d111164344c738e39fc62ef5,2020-03-27T20:00:00Z,147,,46380,46380,46380,53,15,0,11461,627,12088
20200327,WI,842,13140,,,,,,,,,8c63c548c621e8d51f2c08c5e2e7a34947238262,2020-03-27T20:00:00Z,13,,13982,13982,13982,55,5,0,1557,135,1692
20200327,WV,76,1779,43,,1,,,,,,67ad4031bd5dd9dfb1b414880205d3698549469c,2020-03-27T20:00:00Z,0,1,1898,1855,1855,54,0,0,748,25,773
20200327,WY,70,1211,,,11,,,,,17,ece3b4c4bd5b7103d4e083be4a022cb425a1924f,2020-03-27T20:00:00Z,0,11,1281,1281,1281,56,0,11,159,17,176
20200326,AK,59,1801,,,3,,,,,,141c8e163d64a2762eb6ce6fab3863ab853929a4,2020-03-26T20:00:00Z,1,3,1860,1860,1860,02,0,2,152,17,169
20200326,AL,506,3593,,,,,,,,,fbb44aa6b758e39d9ca03edb761c2463bc6d09e7,2020-03-26T20:00:00Z,1,,4099,4099,4099,01,1,0,1064,223,1287
20200326,AR,335,1504,0,,41,,,13,13,13,656e4e9b9d53f6e3be192d6f9585097318f7fb71,2020-03-26T20:00:00Z,3,41,1839,1839,1839,05,1,19,67,55,122
20200326,AS,0,,,,,,,,,,98da741ffed4cd778657b01c77b48a449f3d2d4a,2020-03-26T20:00:00Z,0,,0,0,0,60,0,0,0,0,0
20200326,AZ,577,347,33,,66,,22,,,,deb2212f309289845fd1870568f7257709f3f009,2020-03-26T20:00:00Z,8,66,957,924,924,04,2,58,24,127,151
20200326,CA,3006,17380,57400,,,,,,,,d073989819811eaa4edd1a4f71a3716c44b653ac,2020-03-26T20:00:00Z,65,,77786,20386,20386,06,12,0,1459,651,2110
20200326,CO,1086,6978,,,148,,,,,,cbe89fafefaf1d9173be314f959f33e567cf4dd2,2020-03-26T20:00:00Z,19,148,8064,8064,8064,08,8,64,189,174,363
20200326,CT,1012,5625,,,125,,,,,,051ee3a0ff5962ca5aa0f29cad1950bc8408c88a,2020-03-26T20:00:00Z,21,125,6637,6637,6637,09,2,12,602,137,739
20200326,DC,231,1626,1,,,,,,,21,be59e63006a0dcd465209f8d1b3097218f92f343,2020-03-26T20:00:00Z,3,,1858,1857,1857,11,1,0,203,48,251
20200326,DE,130,36,,,13,,,,,4,0d755f6bd49fb4e9f225cc7c4d88b57451a21d68,2020-03-26T20:00:00Z,1,13,166,166,166,10,1,2,0,15,15
20200326,FL,2355,23741,1443,,406,,,,,,1290ba6a489ffe158fa4333c279e73b7c728543e,2020-03-26T20:00:00Z,28,406,27539,26096,26096,12,6,90,8367,673,9040
20200326,GA,1525,7401,,,473,,,,,,5bd7f61bc12b4e207e0ceda50e5fe469273a6b44,2020-03-26T20:00:00Z,48,473,8926,8926,8926,13,8,79,2469,278,2747
20200326,GU,45,263,,,11,,,,,,e1cae0461dad015119d3fe4abb4848007a468bd1,2020-03-26T20:00:00Z,1,11,308,308,308,66,0,1,30,8,38
20200326,HI,95,4357,,,5,,,,,,cdbfa8c05d4138523b7bd76294518d1ef0dac898,2020-03-26T20:00:00Z,,5,4452,4452,4452,15,0,-1,0,5,5
20200326,IA,179,2578,,31,46,,,,,15,411e2fbdf3f70764fb24db7b34feb147bc2ecb13,2020-03-26T20:00:00Z,1,46,2757,2757,2757,19,0,10,0,34,34
20200326,ID,123,2065,,,,,,,,,accd7f2d4f84c66bb09e13ee9e72790b73ed7751,2020-03-26T20:00:00Z,0,,2188,2188,2188,16,0,0,178,50,228
20200326,IL,2538,14093,,,,,,,,,ede372266e78d0a0ceff08d95ac84932e0fcfc7d,2020-03-26T20:00:00Z,26,,16631,16631,16631,17,7,0,1749,673,2422
20200326,IN,645,4006,,,,,,,,,d09dec87fbea244ee83df1fb0d61288197978934,2020-03-26T20:00:00Z,17,,4651,4651,4651,18,3,0,1127,168,1295
20200326,KS,168,2869,,,,,,,,,aa2e17ec747401ff3e73105d0b833fa0b4f03d67,2020-03-26T20:00:00Z,3,,3037,3037,3037,20,0,0,509,42,551
20200326,KY,198,3102,,,,,,,,,3a82ab3456c2469d52b7790c96cb4cfa30f25cd5,2020-03-26T20:00:00Z,4,,3300,3300,3300,21,0,0,237,41,278
20200326,LA,2305,15724,,,676,,,,239,,a3dd3f994877e467e4b0eede332659cfeca99714,2020-03-26T20:00:00Z,83,676,18029,18029,18029,22,18,185,6068,510,6578
20200326,MA,2417,21204,,,219,,,,,,83a4a37ff66f38e205b0b18839828d141802f5c1,2020-03-26T20:00:00Z,25,219,23621,23621,23621,25,10,116,3248,579,3827
20200326,MD,580,94,,,132,,,,,,871e46620cc8507563260a7f3a0336d8e426ab51,2020-03-26T20:00:00Z,4,132,674,674,674,24,0,132,0,157,157
20200326,ME,155,3394,,,,,,,,16,482e706965e1aaacc7b8f40547be7a63dbcb4b7d,2020-03-26T20:00:00Z,,,3549,3549,3549,23,0,0,217,6,223
20200326,MI,2856,6550,,,,,,,,,310c71abd72cba718d14795224e4119494c942b2,2020-03-26T20:00:00Z,60,,9406,9406,9406,26,17,0,4481,562,5043
20200326,MN,346,12604,,31,41,,,,,,54abcd207865204ef3da6e8985ee95f798f94255,2020-03-26T20:00:00Z,2,41,12950,12950,12950,27,1,6,1416,59,1475
20200326,MO,502,369,,,,,,,,,5d322e752d7a1f4672917629e7702c7bc26a93f6,2020-03-26T20:00:00Z,8,,871,871,871,29,0,0,0,146,146
20200326,MP,0,,,,,,,,,,4f1e047c3e63f3349e4f7c617874492431c8a5f9,2020-03-26T20:00:00Z,0,,0,0,0,69,0,0,0,0,0
20200326,MS,485,2291,,,150,,,,,,20667611a63432824d0ff16867b5adc4c06b5936,2020-03-26T20:00:00Z,6,150,2776,2776,2776,28,4,33,725,108,833
20200326,MT,71,2128,,,1,,,,,,e7caf7619a1d9a6677a95d9d85eb24598221158d,2020-03-26T20:00:00Z,,1,2199,2199,2199,30,0,1,180,18,198
20200326,NC,636,12274,,29,29,,,,,,b8eeb5c864773c3f14bc449f0e27f832d9ced2b0,2020-03-26T20:00:00Z,2,29,12910,12910,12910,37,1,0,2289,132,2421
20200326,ND,52,2039,,,10,,,,,,e574ee98155f078e25da07dbc6404e23add90f9b,2020-03-26T20:00:00Z,0,10,2091,2091,2091,38,0,2,305,13,318
20200326,NE,73,1584,,,,,,,,,b1e3ffd00324b8a8500be3b3a4b0e378b57710b5,2020-03-26T20:00:00Z,0,,1657,1657,1657,31,0,0,280,12,292
20200326,NH,137,3001,712,,19,,,,,,a37cd44af5e89e3f36bcbc424c61162b18173e05,2020-03-26T20:00:00Z,1,19,3850,3138,3138,33,0,6,645,29,674
20200326,NJ,6876,13661,,,,,,,,,71a03230e8915d5c02cdc6c56ad1fb7e389070b8,2020-03-26T20:00:00Z,81,,20537,20537,20537,34,19,0,3209,2474,5683
20200326,NM,112,7681,,,,,,,,,1e43be6fccfd53482152b6f0032c9f5380179480,2020-03-26T20:00:00Z,1,,7793,7793,7793,35,0,0,939,12,951
20200326,NV,420,4697,,,,,,,,,8439b92c8ef2ecd1b055e3ed1acbab7bedd90001,2020-03-26T20:00:00Z,10,,5117,5117,5117,32,4,0,446,99,545
20200326,NY,37258,84846,,5327,6844,1290,1290,,,,c9e5180c39aab68a5662116651d17a05f4e4b966,2020-03-26T20:00:00Z,385,6844,122104,122104,122104,36,100,3039,12178,6447,18625
20200326,OH,867,16449,,,223,,91,,,,ec54f23b722a56fc6cb60ec0603c774a574b1b58,2020-03-26T20:00:00Z,15,223,17316,17316,17316,39,5,41,2389,163,2552
20200326,OK,248,958,,,86,,,,,,6a5dd746a3fa2c1898256473098b5715589457c2,2020-03-26T20:00:00Z,7,86,1206,1206,1206,40,2,27,153,84,237
20200326,OR,327,6953,,,90,,,,,,ddb030ea072a2fe01a8d71d2a5a24e917d4e8ea2,2020-03-26T20:00:00Z,11,90,7280,7280,7280,41,3,29,2603,118,2721
20200326,PA,1687,16441,,,,,,,,,7712fd7f15f40e975c2a503bd7633edd4387df7e,2020-03-26T20:00:00Z,16,,18128,18128,18128,42,5,0,5248,560,5808
20200326,PR,64,377,335,,,,,,,,f0017006486c2085b91f1f75468f643da3153af8,2020-03-26T20:00:00Z,2,,776,441,441,72,0,0,60,13,73
20200326,RI,165,1339,181,23,23,9,9,6,6,,9d7cee089d5fa0072f878937365b6bd9edcce159,2020-03-26T20:00:00Z,,23,1685,1504,1504,44,0,7,196,41,237
20200326,SC,456,2307,,,109,,,,,,4c55b055bf2708a25455b71cdb3d6115453ed71c,2020-03-26T20:00:00Z,9,109,2763,2763,2763,45,2,7,4,32,36
20200326,SD,46,1973,125,,,,,,,16,279cd2d4767245d1841274ed2d19a0a4f5c9b673,2020-03-26T20:00:00Z,1,,2144,2019,2019,46,0,0,1154,5,1159
20200326,TN,957,13952,,,76,,,,,,d3ce5ed8216ba2c78107cb4d4ec9da1dd0b0f77f,2020-03-26T20:00:00Z,3,76,14909,14909,14909,47,0,23,2940,173,3113
20200326,TX,1396,20028,,,,,,,,,fa643c14dbc1c896f7d243f22f25aa05e563d6af,2020-03-26T20:00:00Z,18,,21424,21424,21424,48,6,0,7508,422,7930
20200326,UT,402,7308,,,,,,,,,dd83cffb270720784e9e520a6513c7c8f1ec68c5,2020-03-26T20:00:00Z,1,,7710,7710,7710,49,0,0,817,56,873
20200326,VA,460,5729,,,65,,,,,,60d151765c90a17f38487d1089ef283796e1c122,2020-03-26T20:00:00Z,13,65,6189,6189,6189,51,4,6,750,69,819
20200326,VI,17,55,2,,,,,,,,0b6ff1f5ca40d1b5f45a6c082027ae81b69ccd8c,2020-03-26T20:00:00Z,0,,74,72,72,78,0,0,0,0,0
20200326,VT,158,1850,,,,,,,,,994b0d80648160d62da49b803410ff385ef7f906,2020-03-26T20:00:00Z,9,,2008,2008,2008,50,1,0,261,35,296
20200326,WA,2580,31712,,,,,,,,,e178057fc2a88562fb8b27dcb5cb7ce3bb9da334,2020-03-26T20:00:00Z,132,,34292,34292,34292,53,9,0,0,111,111
20200326,WI,707,11583,,,,,,,,,9683cfe2bd653af14dcfc375a493d40198712796,2020-03-26T20:00:00Z,8,,12290,12290,12290,55,1,0,1494,122,1616
20200326,WV,51,1031,19,,1,,,,,,ea32f587f060c45231c6013fa4924abbc339400a,2020-03-26T20:00:00Z,0,1,1101,1082,1082,54,0,0,272,12,284
20200326,WY,53,1052,,,,,,,,12,4fb67721dfe7158af2d510dc704638497f0a8359,2020-03-26T20:00:00Z,,,1105,1105,1105,56,0,0,98,9,107
20200325,AK,42,1649,,,1,,,,,,d0981dc0ff9e0b50793d2307ce11831905ea3c01,2020-03-25T20:00:00Z,1,1,1691,1691,1691,02,1,1,663,6,669
20200325,AL,283,2529,,,,,,,,,2f45607dc8271295dd36e91588d93ebaa1bc3110,2020-03-25T20:00:00Z,0,,2812,2812,2812,01,0,0,423,68,491
20200325,AR,280,1437,0,,22,,,4,4,11,61e9fcf63e4e65989b0d7d33799dc5a4ebb561c1,2020-03-25T20:00:00Z,2,22,1717,1717,1717,05,2,0,490,62,552
20200325,AS,0,,,,,,,,,,ff91b0fef7a79ce57e895f7f72649764a72b683b,2020-03-25T20:00:00Z,0,,0,0,0,60,0,0,0,0,0
20200325,AZ,450,323,53,,8,,,,,,dc556f3dc293fb7a55dee7fe3c218072dbf23e43,2020-03-25T20:00:00Z,6,8,826,773,773,04,1,0,10,93,103
20200325,CA,2355,15921,48600,,,,,,,,8d9cf944b6bf56c413644ce7729ef18efa3d75a0,2020-03-25T20:00:00Z,53,,66876,18276,18276,06,13,0,2469,253,2722
20200325,CO,912,6789,,,84,,,,,,8c313a278c9f6cf6f983d33ae981c70da8f94b76,2020-03-25T20:00:00Z,11,84,7701,7701,7701,08,4,12,1285,192,1477
20200325,CT,875,5023,,,113,,,,,,7fd69cdd6c25f9c6b2da4c3feb12f0ac36c44c16,2020-03-25T20:00:00Z,19,113,5898,5898,5898,09,7,42,341,257,598
20200325,DC,183,1423,3,,,,,,,,4c94c1d06cba80ba6ca85bc5eb70dab16b46b6bf,2020-03-25T20:00:00Z,2,,1609,1606,1606,11,0,0,228,46,274
