FIPS,County,Province/State,Country/Region,Last Update,Lat,Long,Confirmed,Deaths,Recovered,Active,Admin
28019,Choctaw,Mississippi,US,,33.34598242,-89.24809382,0,0,,,Admin3
28105,Oktibbeha,Mississippi,US,,33.42491685,-88.87905132,0,0,,,Admin3
28015,Carroll,Mississippi,US,,33.44834567,-89.91994479,0,0,,,Admin3
28087,Lowndes,Mississippi,US,,33.47386518,-88.4419153,0,0,,,Admin3
28097,Montgomery,Mississippi,US,,33.49419589,-89.61729103,0,0,,,Admin3
28083,Leflore,Mississippi,US,,33.55545125,-90.29900733,1,0,,,Admin3
28133,Sunflower,Mississippi,US,,33.60192578,-90.58882684,0,0,,,Admin3
28155,Webster,Mississippi,US,,33.61300486,-89.28392912,0,0,,,Admin3
28025,Clay,Mississippi,US,,33.65358105,-88.77784255,0,0,,,Admin3
28043,Grenada,Mississippi,US,,33.77036166,-89.80245083,0,0,,,Admin3
28011,Bolivar,Mississippi,US,,33.79696941,-90.87372121,0,0,,,Admin3
28095,Monroe,Mississippi,US,,33.89236763,-88.4808438,0,0,,,Admin3
28017,Chickasaw,Mississippi,US,,33.91983202,-88.9481545,0,0,,,Admin3
28013,Calhoun,Mississippi,US,,33.93683395,-89.33686647,0,0,,,Admin3
28135,Tallahatchie,Mississippi,US,,33.95339918,-90.1729398,0,0,,,Admin3
28161,Yalobusha,Mississippi,US,,34.02824175,-89.7076205,0,0,,,Admin3
28115,Pontotoc,Mississippi,US,,34.226046,-89.03636807,0,0,,,Admin3
28027,Coahoma,Mississippi,US,,34.22772299,-90.60415045,0,0,,,Admin3
28119,Quitman,Mississippi,US,,34.25157572,-90.28908,0,0,,,Admin3
28057,Itawamba,Mississippi,US,,34.27993475,-88.3606733,0,0,,,Admin3
28081,Lee,Mississippi,US,,34.2918775,-88.68149954,0,0,,,Admin3
28071,Lafayette,Mississippi,US,,34.35687874,-89.48490961,0,0,,,Admin3
28107,Panola,Mississippi,US,,34.36398677,-89.95064249,0,0,,,Admin3
28145,Union,Mississippi,US,,34.49162015,-89.00776006,0,0,,,Admin3
28117,Prentiss,Mississippi,US,,34.61810501,-88.51986294,0,0,,,Admin3
28143,Tunica,Mississippi,US,,34.64967704,-90.37481167,0,0,,,Admin3
28137,Tate,Mississippi,US,,34.65133709,-89.94485778,0,0,,,Admin3
28141,Tishomingo,Mississippi,US,,34.74023475,-88.23917219,0,0,,,Admin3
28093,Marshall,Mississippi,US,,34.76216286,-89.50299462,0,0,,,Admin3
28139,Tippah,Mississippi,US,,34.76872156,-88.90988194,0,0,,,Admin3
28009,Benton,Mississippi,US,,34.81681228,-89.18945516,0,0,,,Admin3
28033,DeSoto,Mississippi,US,,34.87625235,-89.99091418,0,0,,,Admin3
28003,Alcorn,Mississippi,US,,34.88084463,-88.57996173,0,0,,,Admin3
29155,Pemiscot,Missouri,US,,36.2130572,-89.78742322,0,0,,,Admin3
29069,Dunklin,Missouri,US,,36.27167174,-90.09122243,0,0,,,Admin3
29143,New Madrid,Missouri,US,,36.59666326,-89.66070007,0,0,,,Admin3
29119,McDonald,Missouri,US,,36.62869595,-94.34867205,0,0,,,Admin3
29153,Ozark,Missouri,US,,36.64916339,-92.44459066,0,0,,,Admin3
29181,Ripley,Missouri,US,,36.65460667,-90.85990261,0,0,,,Admin3
29213,Taney,Missouri,US,,36.65465345,-93.04075153,0,0,,,Admin3
29149,Oregon,Missouri,US,,36.68710164,-91.4033755,0,0,,,Admin3
29009,Barry,Missouri,US,,36.70978521,-93.82919888,0,0,,,Admin3
29023,Butler,Missouri,US,,36.71462476,-90.40421163,0,0,,,Admin3
29209,Stone,Missouri,US,,36.75000327,-93.45256475,0,0,,,Admin3
29091,Howell,Missouri,US,,36.77383887,-91.88683935,0,0,,,Admin3
29133,Mississippi,Missouri,US,,36.82516239,-89.29505753,0,0,,,Admin3
29207,Stoddard,Missouri,US,,36.85571651,-89.9444155,0,0,,,Admin3
29145,Newton,Missouri,US,,36.90519407,-94.3394104,0,0,,,Admin3
29067,Douglas,Missouri,US,,36.9325593,-92.49905109,0,0,,,Admin3
29035,Carter,Missouri,US,,36.94160441,-90.96051322,0,0,,,Admin3
29043,Christian,Missouri,US,,36.9711783,-93.18537118,0,0,,,Admin3
29201,Scott,Missouri,US,,37.05588075,-89.56474493,0,0,,,Admin3
29109,Lawrence,Missouri,US,,37.10626634,-93.83293097,0,0,,,Admin3
29223,Wayne,Missouri,US,,37.11303869,-90.46001416,0,0,,,Admin3
29203,Shannon,Missouri,US,,37.15772072,-91.40190382,0,0,,,Admin3
29097,Jasper,Missouri,US,,37.20351921,-94.34050458,0,0,,,Admin3
29077,Greene,Missouri,US,,37.2575872,-93.34230916,2,0,,,Admin3
29229,Wright,Missouri,US,,37.27029221,-92.46914488,0,0,,,Admin3
29225,Webster,Missouri,US,,37.2813734,-92.876329,0,0,,,Admin3
29215,Texas,Missouri,US,,37.31728859,-91.96564727,0,0,,,Admin3
29017,Bollinger,Missouri,US,,37.32449052,-90.02725304,0,0,,,Admin3
29179,Reynolds,Missouri,US,,37.36085952,-90.97009925,0,0,,,Admin3
29031,Cape Girardeau,Missouri,US,,37.38489388,-89.6843587,0,0,,,Admin3
29057,Dade,Missouri,US,,37.431814,-93.8503345,0,0,,,Admin3
29123,Madison,Missouri,US,,37.47865134,-90.3467143,0,0,,,Admin3
29011,Barton,Missouri,US,,37.50207671,-94.34757022,0,0,,,Admin3
29093,Iron,Missouri,US,,37.55487945,-90.7735296,0,0,,,Admin3
29065,Dent,Missouri,US,,37.60663134,-91.50790473,0,0,,,Admin3
29167,Polk,Missouri,US,,37.6162296,-93.39828174,0,0,,,Admin3
29105,Laclede,Missouri,US,,37.65896829,-92.5888493,0,0,,,Admin3
29059,Dallas,Missouri,US,,37.6811355,-93.02127031,0,0,,,Admin3
29157,Perry,Missouri,US,,37.70660776,-89.82741088,0,0,,,Admin3
29039,Cedar,Missouri,US,,37.72391475,-93.85445441,0,0,,,Admin3
29187,St. Francois,Missouri,US,,37.81214171,-90.47598685,0,0,,,Admin3
29169,Pulaski,Missouri,US,,37.82462075,-92.20783203,0,0,,,Admin3
29217,Vernon,Missouri,US,,37.8457799,-94.34127305,0,0,,,Admin3
29161,Phelps,Missouri,US,,37.87736118,-91.79351727,0,0,,,Admin3
29186,Ste. Genevieve,Missouri,US,,37.89090059,-90.1949941,0,0,,,Admin3
29085,Hickory,Missouri,US,,37.94163617,-93.3203037,0,0,,,Admin3
29221,Washington,Missouri,US,,37.96130078,-90.87948158,0,0,,,Admin3
29055,Crawford,Missouri,US,,37.97663738,-91.30528104,0,0,,,Admin3
29029,Camden,Missouri,US,,38.02199522,-92.76083747,0,0,,,Admin3
29185,St. Clair,Missouri,US,,38.03699437,-93.77631447,0,0,,,Admin3
29125,Maries,Missouri,US,,38.16193985,-91.92249662,0,0,,,Admin3
29131,Miller,Missouri,US,,38.21450288,-92.42610898,0,0,,,Admin3
29013,Bates,Missouri,US,,38.25271289,-94.34113157,0,0,,,Admin3
29099,Jefferson,Missouri,US,,38.25926778,-90.53870896,0,0,,,Admin3
29015,Benton,Missouri,US,,38.29503305,-93.28756116,0,0,,,Admin3
29083,Henry,Missouri,US,,38.38482826,-93.79293734,1,0,,,Admin3
29071,Franklin,Missouri,US,,38.41127108,-91.07522826,0,0,,,Admin3
29141,Morgan,Missouri,US,,38.4181765,-92.88791859,0,0,,,Admin3
29073,Gasconade,Missouri,US,,38.43947277,-91.50847147,0,0,,,Admin3
29151,Osage,Missouri,US,,38.46036182,-91.8613635,0,0,,,Admin3
29051,Cole,Missouri,US,,38.50455671,-92.27860244,0,0,,,Admin3
29510,St. Louis City,Missouri,US,,38.63555736,-90.24349225,0,0,,,Admin3
29135,Moniteau,Missouri,US,,38.63571781,-92.57976951,0,0,,,Admin3
29189,St. Louis,Missouri,US,,38.6377004,-90.4458375,2,0,,,Admin3
29037,Cass,Missouri,US,,38.64789422,-94.353399,0,0,,,Admin3
29159,Pettis,Missouri,US,,38.72798918,-93.28471706,0,0,,,Admin3
29101,Johnson,Missouri,US,,38.74719601,-93.80691168,0,0,,,Admin3
29219,Warren,Missouri,US,,38.76529479,-91.16124662,0,0,,,Admin3
29183,St. Charles,Missouri,US,,38.77875681,-90.66662425,0,0,,,Admin3
29027,Callaway,Missouri,US,,38.83674754,-91.92186505,0,0,,,Admin3
29053,Cooper,Missouri,US,,38.844478,-92.80896081,0,0,,,Admin3
29139,Montgomery,Missouri,US,,38.94022054,-91.47000721,0,0,,,Admin3
29019,Boone,Missouri,US,,38.99186229,-92.30723575,0,0,,,Admin3
29095,Jackson,Missouri,US,,39.01002188,-94.34724536,0,0,,,Admin3
29113,Lincoln,Missouri,US,,39.05345619,-90.95588181,0,0,,,Admin3
29107,Lafayette,Missouri,US,,39.06986886,-93.78076396,0,0,,,Admin3
29195,Saline,Missouri,US,,39.13734288,-93.20259964,0,0,,,Admin3
29089,Howard,Missouri,US,,39.1435761,-92.69756691,0,0,,,Admin3
29007,Audrain,Missouri,US,,39.215877,-91.84242683,0,0,,,Admin3
29047,Clay,Missouri,US,,39.31132056,-94.41850862,0,0,,,Admin3
29163,Pike,Missouri,US,,39.34310674,-91.16980779,0,0,,,Admin3
29177,Ray,Missouri,US,,39.3537468,-93.98905745,0,0,,,Admin3
29165,Platte,Missouri,US,,39.38154439,-94.77068479,0,0,,,Admin3
29033,Carroll,Missouri,US,,39.42762566,-93.50626255,0,0,,,Admin3
29175,Randolph,Missouri,US,,39.44007257,-92.4971374,0,0,,,Admin3
29137,Monroe,Missouri,US,,39.49593978,-92.00043978,0,0,,,Admin3
29041,Chariton,Missouri,US,,39.51499357,-92.9629191,0,0,,,Admin3
29173,Ralls,Missouri,US,,39.52817427,-91.51838643,0,0,,,Admin3
29049,Clinton,Missouri,US,,39.6013098,-94.40465394,0,0,,,Admin3
29025,Caldwell,Missouri,US,,39.65620858,-93.98308093,0,0,,,Admin3
29021,Buchanan,Missouri,US,,39.65816401,-94.80138942,0,0,,,Admin3
29117,Livingston,Missouri,US,,39.78110272,-93.54645978,0,0,,,Admin3
29205,Shelby,Missouri,US,,39.79742518,-92.07634971,0,0,,,Admin3
29127,Marion,Missouri,US,,39.80601912,-91.62203062,0,0,,,Admin3
29121,Macon,Missouri,US,,39.83049768,-92.56453089,0,0,,,Admin3
29115,Linn,Missouri,US,,39.87001769,-93.10704106,0,0,,,Admin3
29063,DeKalb,Missouri,US,,39.89201062,-94.40476508,0,0,,,Admin3
29061,Daviess,Missouri,US,,39.96145298,-93.98519678,0,0,,,Admin3
29003,Andrew,Missouri,US,,39.98492163,-94.80163024,0,0,,,Admin3
29111,Lewis,Missouri,US,,40.09673161,-91.72070156,0,0,,,Admin3
29087,Holt,Missouri,US,,40.09799248,-95.2163888,0,0,,,Admin3
29079,Grundy,Missouri,US,,40.11406587,-93.56509276,0,0,,,Admin3
29103,Knox,Missouri,US,,40.12699751,-92.14780832,0,0,,,Admin3
29001,Adair,Missouri,US,,40.19058551,-92.60078167,0,0,,,Admin3
29211,Sullivan,Missouri,US,,40.2099105,-93.11150106,0,0,,,Admin3
29075,Gentry,Missouri,US,,40.21097916,-94.40944419,0,0,,,Admin3
29081,Harrison,Missouri,US,,40.35570088,-93.99222144,0,0,,,Admin3
29147,Nodaway,Missouri,US,,40.36079813,-94.88133008,0,0,,,Admin3
29045,Clark,Missouri,US,,40.41040752,-91.73661677,0,0,,,Admin3
29129,Mercer,Missouri,US,,40.42212303,-93.5682959,0,0,,,Admin3
29005,Atchison,Missouri,US,,40.43238737,-95.42970639,0,0,,,Admin3
29199,Scotland,Missouri,US,,40.45214695,-92.14709064,0,0,,,Admin3
29197,Schuyler,Missouri,US,,40.46921489,-92.52311943,0,0,,,Admin3
29171,Putnam,Missouri,US,,40.47942497,-93.02042674,0,0,,,Admin3
29227,Worth,Missouri,US,,40.47945588,-94.42328751,0,0,,,Admin3
30001,Beaverhead,Montana,US,,45.13434354,-112.8984694,0,0,,,Admin3
30009,Carbon,Montana,US,,45.22850116,-109.0274047,0,0,,,Admin3
30057,Madison,Montana,US,,45.30080065,-111.9173017,0,0,,,Admin3
30075,Powder River,Montana,US,,45.39617714,-105.636738,0,0,,,Admin3
30003,Big Horn,Montana,US,,45.42335905,-107.492347,0,0,,,Admin3
30067,Park,Montana,US,,45.48965095,-110.5264394,0,0,,,Admin3
30011,Carter,Montana,US,,45.5197966,-104.5395536,0,0,,,Admin3
30031,Gallatin,Montana,US,,45.54486106,-111.1692571,1,0,,,Admin3
30095,Stillwater,Montana,US,,45.67071407,-109.3950061,0,0,,,Admin3
30097,Sweet Grass,Montana,US,,45.81367654,-109.9425686,0,0,,,Admin3
30093,Silver Bow,Montana,US,,45.90018933,-112.6620092,1,0,,,Admin3
30111,Yellowstone,Montana,US,,45.93955949,-108.2691486,1,0,,,Admin3
30023,Deer Lodge,Montana,US,,46.05953325,-113.073353,0,0,,,Admin3
30081,Ravalli,Montana,US,,46.08520862,-114.1189164,0,0,,,Admin3
30043,Jefferson,Montana,US,,46.14907081,-112.094396,0,0,,,Admin3
30103,Treasure,Montana,US,,46.2097322,-107.2666516,0,0,,,Admin3
30087,Rosebud,Montana,US,,46.23397237,-106.729288,0,0,,,Admin3
30017,Custer,Montana,US,,46.25319932,-105.5737526,0,0,,,Admin3
30007,Broadwater,Montana,US,,46.33277565,-111.4955813,0,0,,,Admin3
30025,Fallon,Montana,US,,46.33478338,-104.4183565,0,0,,,Admin3
30037,Golden Valley,Montana,US,,46.3816474,-109.1768522,0,0,,,Admin3
30039,Granite,Montana,US,,46.4060522,-113.4414186,0,0,,,Admin3
30107,Wheatland,Montana,US,,46.46652491,-109.8464636,0,0,,,Admin3
30065,Musselshell,Montana,US,,46.49684637,-108.39498,0,0,,,Admin3
30059,Meagher,Montana,US,,46.59907074,-110.8898557,0,0,,,Admin3
30077,Powell,Montana,US,,46.85538891,-112.9359164,0,0,,,Admin3
30079,Prairie,Montana,US,,46.86048047,-105.379384,0,0,,,Admin3
30109,Wibaux,Montana,US,,46.95925154,-104.2510927,0,0,,,Admin3
30063,Missoula,Montana,US,,47.03728583,-113.9213508,2,0,,,Admin3
30045,Judith Basin,Montana,US,,47.04581276,-110.2660688,0,0,,,Admin3
30069,Petroleum,Montana,US,,47.1182463,-108.2508876,0,0,,,Admin3
30049,Lewis and Clark,Montana,US,,47.12610041,-112.394698,1,0,,,Admin3
30061,Mineral,Montana,US,,47.15283992,-115.0015239,0,0,,,Admin3
30027,Fergus,Montana,US,,47.26331584,-109.2245206,0,0,,,Admin3
30021,Dawson,Montana,US,,47.26584855,-104.8944417,0,0,,,Admin3
30033,Garfield,Montana,US,,47.27545948,-107.0002351,0,0,,,Admin3
30013,Cascade,Montana,US,,47.30797024,-111.3467922,0,0,,,Admin3
30055,McCone,Montana,US,,47.64469406,-105.7944994,0,0,,,Admin3
30047,Lake,Montana,US,,47.64514965,-114.0898013,0,0,,,Admin3
30089,Sanders,Montana,US,,47.67657534,-115.1329916,0,0,,,Admin3
30083,Richland,Montana,US,,47.78668011,-104.5610786,0,0,,,Admin3
30099,Teton,Montana,US,,47.83741052,-112.2410688,0,0,,,Admin3
30015,Chouteau,Montana,US,,47.88084126,-110.4353362,0,0,,,Admin3
30073,Pondera,Montana,US,,48.22773388,-112.2252703,0,0,,,Admin3
30071,Phillips,Montana,US,,48.25936577,-107.9128511,0,0,,,Admin3
30029,Flathead,Montana,US,,48.29575866,-114.0520569,0,0,,,Admin3
30085,Roosevelt,Montana,US,,48.29607488,-105.0079268,0,0,,,Admin3
30105,Valley,Montana,US,,48.36435097,-106.6669635,0,0,,,Admin3
30005,Blaine,Montana,US,,48.43175214,-108.9582723,0,0,,,Admin3
30053,Lincoln,Montana,US,,48.54265777,-115.4046155,0,0,,,Admin3
30051,Liberty,Montana,US,,48.56084317,-111.024307,0,0,,,Admin3
30041,Hill,Montana,US,,48.62879827,-110.1129252,0,0,,,Admin3
30101,Toole,Montana,US,,48.65577551,-111.6942414,0,0,,,Admin3
30035,Glacier,Montana,US,,48.70513576,-112.9934235,0,0,,,Admin3
30091,Sheridan,Montana,US,,48.72085833,-104.503829,0,0,,,Admin3
30019,Daniels,Montana,US,,48.78420029,-105.5476343,0,0,,,Admin3
31147,Richardson,Nebraska,US,,40.1247415,-95.71755036,0,0,,,Admin3
31133,Pawnee,Nebraska,US,,40.13141096,-96.23705437,0,0,,,Admin3
31145,Red Willow,Nebraska,US,,40.1755688,-100.476998,0,0,,,Admin3
31095,Jefferson,Nebraska,US,,40.17584531,-97.142601,0,0,,,Admin3
31087,Hitchcock,Nebraska,US,,40.17609175,-101.0416477,0,0,,,Admin3
31169,Thayer,Nebraska,US,,40.17626377,-97.59504381,0,0,,,Admin3
31061,Franklin,Nebraska,US,,40.17636348,-98.95299073,0,0,,,Admin3
31129,Nuckolls,Nebraska,US,,40.17637905,-98.04743961,0,0,,,Admin3
31057,Dundy,Nebraska,US,,40.17638677,-101.6876522,0,0,,,Admin3
31065,Furnas,Nebraska,US,,40.17642064,-99.91247454,0,0,,,Admin3
31181,Webster,Nebraska,US,,40.17642643,-98.50019851,0,0,,,Admin3
31083,Harlan,Nebraska,US,,40.17658508,-99.40438879,0,0,,,Admin3
31067,Gage,Nebraska,US,,40.26186809,-96.68946704,0,0,,,Admin3
31127,Nemaha,Nebraska,US,,40.38514847,-95.85433992,0,0,,,Admin3
31097,Johnson,Nebraska,US,,40.39257596,-96.26522753,0,0,,,Admin3
31099,Kearney,Nebraska,US,,40.50663314,-98.94877182,0,0,,,Admin3
31137,Phelps,Nebraska,US,,40.51156033,-99.41461667,0,0,,,Admin3
31073,Gosper,Nebraska,US,,40.51481965,-99.83020279,0,0,,,Admin3
31029,Chase,Nebraska,US,,40.5237198,-101.6978026,0,0,,,Admin3
31151,Saline,Nebraska,US,,40.52418865,-97.14085859,0,0,,,Admin3
31035,Clay,Nebraska,US,,40.52439441,-98.05126296,0,0,,,Admin3
31001,Adams,Nebraska,US,,40.5244942,-98.50117804,0,0,,,Admin3
31085,Hayes,Nebraska,US,,40.52451972,-101.0603568,0,0,,,Admin3
31059,Fillmore,Nebraska,US,,40.52458567,-97.59646937,0,0,,,Admin3
31063,Frontier,Nebraska,US,,40.52993007,-100.3924658,0,0,,,Admin3
31131,Otoe,Nebraska,US,,40.64843556,-96.13374142,0,0,,,Admin3
31109,Lancaster,Nebraska,US,,40.78416049,-96.68777155,0,0,,,Admin3
31135,Perkins,Nebraska,US,,40.85082525,-101.6502942,0,0,,,Admin3
31019,Buffalo,Nebraska,US,,40.85486962,-99.07500296,0,0,,,Admin3
31047,Dawson,Nebraska,US,,40.87028216,-99.8201461,0,0,,,Admin3
31159,Seward,Nebraska,US,,40.87241834,-97.139673,0,0,,,Admin3
31079,Hall,Nebraska,US,,40.87257079,-98.50218293,0,0,,,Admin3
31185,York,Nebraska,US,,40.87272618,-97.59710186,0,0,,,Admin3
31081,Hamilton,Nebraska,US,,40.87349452,-98.02099117,0,0,,,Admin3
31025,Cass,Nebraska,US,,40.90899107,-96.13971217,1,0,,,Admin3
31111,Lincoln,Nebraska,US,,41.04658298,-100.7475374,0,0,,,Admin3
31049,Deuel,Nebraska,US,,41.11168186,-102.3333331,0,0,,,Admin3
31153,Sarpy,Nebraska,US,,41.11314181,-96.11156432,0,0,,,Admin3
31121,Merrick,Nebraska,US,,41.16624273,-98.0374887,0,0,,,Admin3
31143,Polk,Nebraska,US,,41.18813488,-97.56630712,0,0,,,Admin3
31105,Kimball,Nebraska,US,,41.19774275,-103.7148131,0,0,,,Admin3
31101,Keith,Nebraska,US,,41.19930341,-101.6620164,0,0,,,Admin3
31033,Cheyenne,Nebraska,US,,41.21999357,-102.9941693,0,0,,,Admin3
31093,Howard,Nebraska,US,,41.2200529,-98.5166499,0,0,,,Admin3
31163,Sherman,Nebraska,US,,41.22045983,-98.97588642,0,0,,,Admin3
31023,Butler,Nebraska,US,,41.22703692,-97.13106306,0,0,,,Admin3
31155,Saunders,Nebraska,US,,41.2278103,-96.63773905,0,0,,,Admin3
31055,Douglas,Nebraska,US,,41.29518299,-96.15085305,15,0,,,Admin3
31041,Custer,Nebraska,US,,41.39374521,-99.72805369,0,0,,,Admin3
31125,Nance,Nebraska,US,,41.39750195,-97.99327291,0,0,,,Admin3
31177,Washington,Nebraska,US,,41.52815707,-96.22019892,0,0,,,Admin3
31007,Banner,Nebraska,US,,41.54634427,-103.7114332,0,0,,,Admin3
31113,Logan,Nebraska,US,,41.56650314,-100.4817851,0,0,,,Admin3
31175,Valley,Nebraska,US,,41.56730777,-98.98197724,0,0,,,Admin3
31077,Greeley,Nebraska,US,,41.56742671,-98.52150266,0,0,,,Admin3
31117,McPherson,Nebraska,US,,41.56797682,-101.0599362,0,0,,,Admin3
31005,Arthur,Nebraska,US,,41.56896142,-101.6959559,0,0,,,Admin3
31141,Platte,Nebraska,US,,41.57246836,-97.52144359,0,0,,,Admin3
31037,Colfax,Nebraska,US,,41.57486951,-97.0868542,0,0,,,Admin3
31053,Dodge,Nebraska,US,,41.58071748,-96.65598179,0,0,,,Admin3
31069,Garden,Nebraska,US,,41.61703149,-102.3313973,0,0,,,Admin3
31011,Boone,Nebraska,US,,41.70759415,-98.06737183,0,0,,,Admin3
31123,Morrill,Nebraska,US,,41.71711774,-103.0061405,0,0,,,Admin3
31021,Burt,Nebraska,US,,41.85056773,-96.32605633,0,0,,,Admin3
31157,Scotts Bluff,Nebraska,US,,41.85070896,-103.7080986,0,0,,,Admin3
31009,Blaine,Nebraska,US,,41.91311716,-99.97677845,0,0,,,Admin3
31171,Thomas,Nebraska,US,,41.91358968,-100.5556632,0,0,,,Admin3
31115,Loup,Nebraska,US,,41.91371961,-99.45440415,0,0,,,Admin3
31071,Garfield,Nebraska,US,,41.91428955,-98.99111827,0,0,,,Admin3
31183,Wheeler,Nebraska,US,,41.91482725,-98.52798941,0,0,,,Admin3
31075,Grant,Nebraska,US,,41.91528587,-101.740701,0,0,,,Admin3
31091,Hooker,Nebraska,US,,41.91586243,-101.1354293,0,0,,,Admin3
31039,Cuming,Nebraska,US,,41.91637624,-96.78730772,0,0,,,Admin3
31119,Madison,Nebraska,US,,41.91676024,-97.6005481,0,0,,,Admin3
31167,Stanton,Nebraska,US,,41.9169835,-97.19394708,0,0,,,Admin3
31173,Thurston,Nebraska,US,,42.15725356,-96.54157099,0,0,,,Admin3
31003,Antelope,Nebraska,US,,42.17695516,-98.0666283,0,0,,,Admin3
31179,Wayne,Nebraska,US,,42.20934475,-97.11926964,0,0,,,Admin3
31013,Box Butte,Nebraska,US,,42.22079243,-103.0878834,0,0,,,Admin3
31139,Pierce,Nebraska,US,,42.26434853,-97.60122773,0,0,,,Admin3
31043,Dakota,Nebraska,US,,42.39040144,-96.56656425,0,0,,,Admin3
31149,Rock,Nebraska,US,,42.42252217,-99.44832069,0,0,,,Admin3
31017,Brown,Nebraska,US,,42.43018907,-99.92904055,0,0,,,Admin3
31089,Holt,Nebraska,US,,42.45522056,-98.78402558,0,0,,,Admin3
31165,Sioux,Nebraska,US,,42.48932059,-103.7576544,0,0,,,Admin3
31051,Dixon,Nebraska,US,,42.49188363,-96.86782408,0,0,,,Admin3
31161,Sheridan,Nebraska,US,,42.50284406,-102.4126613,0,0,,,Admin3
31031,Cherry,Nebraska,US,,42.54502621,-101.1244332,0,0,,,Admin3
31027,Cedar,Nebraska,US,,42.5988851,-97.25311951,0,0,,,Admin3
31107,Knox,Nebraska,US,,42.63758421,-97.89178836,1,0,,,Admin3
31045,Dawes,Nebraska,US,,42.71985036,-103.1313774,0,0,,,Admin3
31103,Keya Paha,Nebraska,US,,42.87990694,-99.71343729,0,0,,,Admin3
31015,Boyd,Nebraska,US,,42.8997274,-98.76486568,0,0,,,Admin3
32003,Clark,Nevada,US,,36.21458855,-115.0130241,16,0,,,Admin3
32017,Lincoln,Nevada,US,,37.64268459,-114.8790388,0,0,,,Admin3
32009,Esmeralda,Nevada,US,,37.78436681,-117.6319999,0,0,,,Admin3
32023,Nye,Nevada,US,,38.04264256,-116.4722702,0,0,,,Admin3
32021,Mineral,Nevada,US,,38.53841696,-118.4344506,0,0,,,Admin3
32005,Douglas,Nevada,US,,38.912862,-119.6171333,0,0,,,Admin3
32019,Lyon,Nevada,US,,39.01777974,-119.1870479,0,0,,,Admin3
32510,Carson City,Nevada,US,,39.15509045,-119.7480219,0,0,,,Admin3
32033,White Pine,Nevada,US,,39.44157041,-114.899966,0,0,,,Admin3
32029,Storey,Nevada,US,,39.44875482,-119.5250207,0,0,,,Admin3
32001,Churchill,Nevada,US,,39.58105744,-118.3394607,0,0,,,Admin3
32015,Lander,Nevada,US,,39.9332233,-117.0397075,0,0,,,Admin3
32011,Eureka,Nevada,US,,39.98100864,-116.2683204,0,0,,,Admin3
32027,Pershing,Nevada,US,,40.44003782,-118.4005641,0,0,,,Admin3
32031,Washoe,Nevada,US,,40.66562265,-119.6631594,4,0,,,Admin3
32007,Elko,Nevada,US,,41.14531606,-115.3577619,0,0,,,Admin3
32013,Humboldt,Nevada,US,,41.40692186,-118.1109427,0,0,,,Admin3
33011,Hillsborough,New Hampshire,US,,42.91537785,-71.7200253,0,0,,,Admin3
33005,Cheshire,New Hampshire,US,,42.92015988,-72.25311043,0,0,,,Admin3
33015,Rockingham,New Hampshire,US,,42.98499744,-71.12883377,4,0,,,Admin3
33017,Strafford,New Hampshire,US,,43.291833,-71.02336013,0,0,,,Admin3
33013,Merrimack,New Hampshire,US,,43.29662971,-71.6811573,0,0,,,Admin3
33019,Sullivan,New Hampshire,US,,43.36094111,-72.22203125,0,0,,,Admin3
33001,Belknap,New Hampshire,US,,43.51637314,-71.41684235,0,0,,,Admin3
33003,Carroll,New Hampshire,US,,43.87498583,-71.20430216,0,0,,,Admin3
33009,Grafton,New Hampshire,US,,43.93779815,-71.82057197,3,0,,,Admin3
33007,Coos,New Hampshire,US,,44.69063265,-71.30633239,0,0,,,Admin3
34009,Cape May,New Jersey,US,,39.15008829,-74.80170244,0,0,,,Admin3
34011,Cumberland,New Jersey,US,,39.37199394,-75.10712559,0,0,,,Admin3
34001,Atlantic,New Jersey,US,,39.47538693,-74.65848483,0,0,,,Admin3
34033,Salem,New Jersey,US,,39.58719656,-75.3469663,0,0,,,Admin3
34015,Gloucester,New Jersey,US,,39.71581067,-75.13995546,0,0,,,Admin3
34007,Camden,New Jersey,US,,39.80343818,-74.96388753,2,0,,,Admin3
34005,Burlington,New Jersey,US,,39.87681124,-74.66927768,3,0,,,Admin3
34029,Ocean,New Jersey,US,,39.8895449,-74.28089251,1,0,,,Admin3
34025,Monmouth,New Jersey,US,,40.26549699,-74.22240686,8,1,,,Admin3
34021,Mercer,New Jersey,US,,40.28047017,-74.70479631,1,0,,,Admin3
34023,Middlesex,New Jersey,US,,40.43629879,-74.41426991,10,0,,,Admin3
34019,Hunterdon,New Jersey,US,,40.56335249,-74.91284156,1,0,,,Admin3
34035,Somerset,New Jersey,US,,40.56465737,-74.61683016,1,0,,,Admin3
34039,Union,New Jersey,US,,40.65835409,-74.30680092,3,0,,,Admin3
34017,Hudson,New Jersey,US,,40.73766234,-74.07515667,5,0,,,Admin3
34013,Essex,New Jersey,US,,40.78681335,-74.24657979,7,0,,,Admin3
34041,Warren,New Jersey,US,,40.85951833,-74.99556527,0,0,,,Admin3
34027,Morris,New Jersey,US,,40.86095313,-74.5455371,3,0,,,Admin3
34003,Bergen,New Jersey,US,,40.96010917,-74.07164325,25,1,,,Admin3
34031,Passaic,New Jersey,US,,41.03238628,-74.29954144,2,0,,,Admin3
34037,Sussex,New Jersey,US,,41.13891592,-74.69118243,0,0,,,Admin3
