Country_Region,Last_Update,Confirmed,Deaths,Recovered,Active,Delta_Confirmed,Delta_Recovered,Incident_Rate,People_Tested,People_Hospitalized,Province_State,FIPS,UID,iso3
Greece,1/31/2020,0,0,,,0,,,,,,,300,GRC
Greece,2/1/2020,0,0,,,0,,,,,,,300,GRC
Greece,2/2/2020,0,0,,,0,,,,,,,300,GRC
Greece,2/3/2020,0,0,,,0,,,,,,,300,GRC
Greece,2/4/2020,0,0,,,0,,,,,,,300,GRC
Greece,2/5/2020,0,0,,,0,,,,,,,300,GRC
Greece,2/6/2020,0,0,,,0,,,,,,,300,GRC
Greece,2/7/2020,0,0,,,0,,,,,,,300,GRC
Greece,2/8/2020,0,0,,,0,,,,,,,300,GRC
Greece,2/9/2020,0,0,,,0,,,,,,,300,GRC
Greece,2/10/2020,0,0,,,0,,,,,,,300,GRC
Greece,2/11/2020,0,0,,,0,,,,,,,300,GRC
Greece,2/12/2020,0,0,,,0,,,,,,,300,GRC
Greece,2/13/2020,0,0,,,0,,,,,,,300,GRC
Greece,2/14/2020,0,0,,,0,,,,,,,300,GRC
Greece,2/15/2020,0,0,,,0,,,,,,,300,GRC
Greece,2/16/2020,0,0,,,0,,,,,,,300,GRC
Greece,2/17/2020,0,0,,,0,,,,,,,300,GRC
Greece,2/18/2020,0,0,,,0,,,,,,,300,GRC
Greece,2/19/2020,0,0,,,0,,,,,,,300,GRC
Greece,2/20/2020,0,0,,,0,,,,,,,300,GRC
Greece,2/21/2020,0,0,,,0,,,,,,,300,GRC
Greece,2/22/2020,0,0,,,0,,,,,,,300,GRC
Greece,2/23/2020,0,0,,,0,,,,,,,300,GRC
Greece,2/24/2020,0,0,,,0,,,,,,,300,GRC
Greece,2/25/2020,0,0,,,0,,,,,,,300,GRC
Greece,2/26/2020,1,0,,,1,,,,,,,300,GRC
Greece,2/27/2020,3,0,,,2,,,,,,,300,GRC
Greece,2/28/2020,4,0,,,1,,,,,,,300,GRC
Greece,2/29/2020,4,0,,,0,,,,,,,300,GRC
Greece,3/1/2020,7,0,,,3,,,,,,,300,GRC
Greece,3/2/2020,7,0,,,0,,,,,,,300,GRC
Greece,3/3/2020,7,0,,,0,,,,,,,300,GRC
Greece,3/4/2020,9,0,,,2,,,,,,,300,GRC
Greece,3/5/2020,31,0,,,22,,,,,,,300,GRC
Greece,3/6/2020,45,0,,,14,,,,,,,300,GRC
Greece,3/7/2020,46,0,,,1,,,,,,,300,GRC
Greece,3/8/2020,73,0,,,27,,,,,,,300,GRC
Greece,3/9/2020,73,0,,,0,,,,,,,300,GRC
Greece,3/10/2020,89,0,,,16,,,,,,,300,GRC
Greece,3/11/2020,99,1,,,10,,,,,,,300,GRC
Greece,3/12/2020,99,1,,,0,,,,,,,300,GRC
Greece,3/13/2020,190,1,,,91,,,,,,,300,GRC
Greece,3/14/2020,228,3,,,38,,,,,,,300,GRC
Greece,3/15/2020,331,4,,,103,,,,,,,300,GRC
Greece,3/16/2020,331,4,,,0,,,,,,,300,GRC
Greece,3/17/2020,387,5,,,56,,,,,,,300,GRC
Greece,3/18/2020,418,5,,,31,,,,,,,300,GRC
Greece,3/19/2020,418,6,,,0,,,,,,,300,GRC
Greece,3/20/2020,495,6,,,77,,,,,,,300,GRC
Greece,3/21/2020,530,13,,,35,,,,,,,300,GRC
Greece,3/22/2020,624,15,,,94,,,,,,,300,GRC
Greece,3/23/2020,695,17,,,71,,,,,,,300,GRC
Greece,3/24/2020,743,20,,,48,,,,,,,300,GRC
Greece,3/25/2020,821,22,,,78,,,,,,,300,GRC
Greece,3/26/2020,892,26,,,71,,,,,,,300,GRC
Greece,3/27/2020,966,28,,,74,,,,,,,300,GRC
Greece,3/28/2020,1061,32,,,95,,,,,,,300,GRC
Greece,3/29/2020,1156,38,,,95,,,,,,,300,GRC
Greece,3/30/2020,1212,43,,,56,,,,,,,300,GRC
Greece,3/31/2020,1314,49,,,102,,,,,,,300,GRC
Greece,4/1/2020,1415,50,,,101,,,,,,,300,GRC
Greece,4/2/2020,1544,53,,,129,,,,,,,300,GRC
Grenada,1/22/2020,0,0,,,0,,,,,,,308,GRD
Grenada,1/23/2020,0,0,,,0,,,,,,,308,GRD
Grenada,1/24/2020,0,0,,,0,,,,,,,308,GRD
Grenada,1/25/2020,0,0,,,0,,,,,,,308,GRD
Grenada,1/26/2020,0,0,,,0,,,,,,,308,GRD
Grenada,1/27/2020,0,0,,,0,,,,,,,308,GRD
Grenada,1/28/2020,0,0,,,0,,,,,,,308,GRD
Grenada,1/29/2020,0,0,,,0,,,,,,,308,GRD
Grenada,1/30/2020,0,0,,,0,,,,,,,308,GRD
Grenada,1/31/2020,0,0,,,0,,,,,,,308,GRD
Grenada,2/1/2020,0,0,,,0,,,,,,,308,GRD
Grenada,2/2/2020,0,0,,,0,,,,,,,308,GRD
Grenada,2/3/2020,0,0,,,0,,,,,,,308,GRD
Grenada,2/4/2020,0,0,,,0,,,,,,,308,GRD
Grenada,2/5/2020,0,0,,,0,,,,,,,308,GRD
Grenada,2/6/2020,0,0,,,0,,,,,,,308,GRD
Grenada,2/7/2020,0,0,,,0,,,,,,,308,GRD
Grenada,2/8/2020,0,0,,,0,,,,,,,308,GRD
Grenada,2/9/2020,0,0,,,0,,,,,,,308,GRD
Grenada,2/10/2020,0,0,,,0,,,,,,,308,GRD
Grenada,2/11/2020,0,0,,,0,,,,,,,308,GRD
Grenada,2/12/2020,0,0,,,0,,,,,,,308,GRD
Grenada,2/13/2020,0,0,,,0,,,,,,,308,GRD
Grenada,2/14/2020,0,0,,,0,,,,,,,308,GRD
Grenada,2/15/2020,0,0,,,0,,,,,,,308,GRD
Grenada,2/16/2020,0,0,,,0,,,,,,,308,GRD
Grenada,2/17/2020,0,0,,,0,,,,,,,308,GRD
Grenada,2/18/2020,0,0,,,0,,,,,,,308,GRD
Grenada,2/19/2020,0,0,,,0,,,,,,,308,GRD
Grenada,2/20/2020,0,0,,,0,,,,,,,308,GRD
Grenada,2/21/2020,0,0,,,0,,,,,,,308,GRD
Grenada,2/22/2020,0,0,,,0,,,,,,,308,GRD
Grenada,2/23/2020,0,0,,,0,,,,,,,308,GRD
Grenada,2/24/2020,0,0,,,0,,,,,,,308,GRD
Grenada,2/25/2020,0,0,,,0,,,,,,,308,GRD
Grenada,2/26/2020,0,0,,,0,,,,,,,308,GRD
Grenada,2/27/2020,0,0,,,0,,,,,,,308,GRD
Grenada,2/28/2020,0,0,,,0,,,,,,,308,GRD
Grenada,2/29/2020,0,0,,,0,,,,,,,308,GRD
Grenada,3/1/2020,0,0,,,0,,,,,,,308,GRD
Grenada,3/2/2020,0,0,,,0,,,,,,,308,GRD
Grenada,3/3/2020,0,0,,,0,,,,,,,308,GRD
Grenada,3/4/2020,0,0,,,0,,,,,,,308,GRD
Grenada,3/5/2020,0,0,,,0,,,,,,,308,GRD
Grenada,3/6/2020,0,0,,,0,,,,,,,308,GRD
Grenada,3/7/2020,0,0,,,0,,,,,,,308,GRD
Grenada,3/8/2020,0,0,,,0,,,,,,,308,GRD
Grenada,3/9/2020,0,0,,,0,,,,,,,308,GRD
Grenada,3/10/2020,0,0,,,0,,,,,,,308,GRD
Grenada,3/11/2020,0,0,,,0,,,,,,,308,GRD
Grenada,3/12/2020,0,0,,,0,,,,,,,308,GRD
Grenada,3/13/2020,0,0,,,0,,,,,,,308,GRD
Grenada,3/14/2020,0,0,,,0,,,,,,,308,GRD
Grenada,3/15/2020,0,0,,,0,,,,,,,308,GRD
Grenada,3/16/2020,0,0,,,0,,,,,,,308,GRD
Grenada,3/17/2020,0,0,,,0,,,,,,,308,GRD
Grenada,3/18/2020,0,0,,,0,,,,,,,308,GRD
Grenada,3/19/2020,0,0,,,0,,,,,,,308,GRD
Grenada,3/20/2020,0,0,,,0,,,,,,,308,GRD
Grenada,3/21/2020,0,0,,,0,,,,,,,308,GRD
Grenada,3/22/2020,1,0,,,1,,,,,,,308,GRD
Grenada,3/23/2020,1,0,,,0,,,,,,,308,GRD
Grenada,3/24/2020,1,0,,,0,,,,,,,308,GRD
Grenada,3/25/2020,1,0,,,0,,,,,,,308,GRD
Grenada,3/26/2020,7,0,,,6,,,,,,,308,GRD
Grenada,3/27/2020,7,0,,,0,,,,,,,308,GRD
Grenada,3/28/2020,7,0,,,0,,,,,,,308,GRD
Grenada,3/29/2020,9,0,,,2,,,,,,,308,GRD
Grenada,3/30/2020,9,0,,,0,,,,,,,308,GRD
Grenada,3/31/2020,9,0,,,0,,,,,,,308,GRD
Grenada,4/1/2020,9,0,,,0,,,,,,,308,GRD
Grenada,4/2/2020,10,0,,,1,,,,,,,308,GRD
Guatemala,1/22/2020,0,0,,,0,,,,,,,320,GTM
Guatemala,1/23/2020,0,0,,,0,,,,,,,320,GTM
Guatemala,1/24/2020,0,0,,,0,,,,,,,320,GTM
Guatemala,1/25/2020,0,0,,,0,,,,,,,320,GTM
Guatemala,1/26/2020,0,0,,,0,,,,,,,320,GTM
Guatemala,1/27/2020,0,0,,,0,,,,,,,320,GTM
Guatemala,1/28/2020,0,0,,,0,,,,,,,320,GTM
Guatemala,1/29/2020,0,0,,,0,,,,,,,320,GTM
Guatemala,1/30/2020,0,0,,,0,,,,,,,320,GTM
Guatemala,1/31/2020,0,0,,,0,,,,,,,320,GTM
Guatemala,2/1/2020,0,0,,,0,,,,,,,320,GTM
Guatemala,2/2/2020,0,0,,,0,,,,,,,320,GTM
Guatemala,2/3/2020,0,0,,,0,,,,,,,320,GTM
Guatemala,2/4/2020,0,0,,,0,,,,,,,320,GTM
Guatemala,2/5/2020,0,0,,,0,,,,,,,320,GTM
Guatemala,2/6/2020,0,0,,,0,,,,,,,320,GTM
Guatemala,2/7/2020,0,0,,,0,,,,,,,320,GTM
Guatemala,2/8/2020,0,0,,,0,,,,,,,320,GTM
Guatemala,2/9/2020,0,0,,,0,,,,,,,320,GTM
Guatemala,2/10/2020,0,0,,,0,,,,,,,320,GTM
Guatemala,2/11/2020,0,0,,,0,,,,,,,320,GTM
Guatemala,2/12/2020,0,0,,,0,,,,,,,320,GTM
Guatemala,2/13/2020,0,0,,,0,,,,,,,320,GTM
Guatemala,2/14/2020,0,0,,,0,,,,,,,320,GTM
Guatemala,2/15/2020,0,0,,,0,,,,,,,320,GTM
Guatemala,2/16/2020,0,0,,,0,,,,,,,320,GTM
Guatemala,2/17/2020,0,0,,,0,,,,,,,320,GTM
Guatemala,2/18/2020,0,0,,,0,,,,,,,320,GTM
Guatemala,2/19/2020,0,0,,,0,,,,,,,320,GTM
Guatemala,2/20/2020,0,0,,,0,,,,,,,320,GTM
Guatemala,2/21/2020,0,0,,,0,,,,,,,320,GTM
Guatemala,2/22/2020,0,0,,,0,,,,,,,320,GTM
Guatemala,2/23/2020,0,0,,,0,,,,,,,320,GTM
Guatemala,2/24/2020,0,0,,,0,,,,,,,320,GTM
Guatemala,2/25/2020,0,0,,,0,,,,,,,320,GTM
Guatemala,2/26/2020,0,0,,,0,,,,,,,320,GTM
Guatemala,2/27/2020,0,0,,,0,,,,,,,320,GTM
Guatemala,2/28/2020,0,0,,,0,,,,,,,320,GTM
Guatemala,2/29/2020,0,0,,,0,,,,,,,320,GTM
Guatemala,3/1/2020,0,0,,,0,,,,,,,320,GTM
Guatemala,3/2/2020,0,0,,,0,,,,,,,320,GTM
Guatemala,3/3/2020,0,0,,,0,,,,,,,320,GTM
Guatemala,3/4/2020,0,0,,,0,,,,,,,320,GTM
Guatemala,3/5/2020,0,0,,,0,,,,,,,320,GTM
Guatemala,3/6/2020,0,0,,,0,,,,,,,320,GTM
Guatemala,3/7/2020,0,0,,,0,,,,,,,320,GTM
Guatemala,3/8/2020,0,0,,,0,,,,,,,320,GTM
Guatemala,3/9/2020,0,0,,,0,,,,,,,320,GTM
Guatemala,3/10/2020,0,0,,,0,,,,,,,320,GTM
Guatemala,3/11/2020,0,0,,,0,,,,,,,320,GTM
Guatemala,3/12/2020,0,0,,,0,,,,,,,320,GTM
Guatemala,3/13/2020,0,0,,,0,,,,,,,320,GTM
Guatemala,3/14/2020,1,0,,,1,,,,,,,320,GTM
Guatemala,3/15/2020,1,0,,,0,,,,,,,320,GTM
Guatemala,3/16/2020,2,1,,,1,,,,,,,320,GTM
Guatemala,3/17/2020,6,1,,,4,,,,,,,320,GTM
Guatemala,3/18/2020,6,1,,,0,,,,,,,320,GTM
Guatemala,3/19/2020,9,1,,,3,,,,,,,320,GTM
Guatemala,3/20/2020,12,1,,,3,,,,,,,320,GTM
Guatemala,3/21/2020,17,1,,,5,,,,,,,320,GTM
Guatemala,3/22/2020,19,1,,,2,,,,,,,320,GTM
Guatemala,3/23/2020,20,1,,,1,,,,,,,320,GTM
Guatemala,3/24/2020,21,1,,,1,,,,,,,320,GTM
Guatemala,3/25/2020,24,1,,,3,,,,,,,320,GTM
Guatemala,3/26/2020,25,1,,,1,,,,,,,320,GTM
Guatemala,3/27/2020,28,1,,,3,,,,,,,320,GTM
Guatemala,3/28/2020,34,1,,,6,,,,,,,320,GTM
Guatemala,3/29/2020,34,1,,,0,,,,,,,320,GTM
Guatemala,3/30/2020,36,1,,,2,,,,,,,320,GTM
Guatemala,3/31/2020,38,1,,,2,,,,,,,320,GTM
Guatemala,4/1/2020,39,1,,,1,,,,,,,320,GTM
Guatemala,4/2/2020,47,1,,,8,,,,,,,320,GTM
Guinea,1/22/2020,0,0,,,0,,,,,,,324,GIN
Guinea,1/23/2020,0,0,,,0,,,,,,,324,GIN
Guinea,1/24/2020,0,0,,,0,,,,,,,324,GIN
Guinea,1/25/2020,0,0,,,0,,,,,,,324,GIN
Guinea,1/26/2020,0,0,,,0,,,,,,,324,GIN
Guinea,1/27/2020,0,0,,,0,,,,,,,324,GIN
Guinea,1/28/2020,0,0,,,0,,,,,,,324,GIN
Guinea,1/29/2020,0,0,,,0,,,,,,,324,GIN
Guinea,1/30/2020,0,0,,,0,,,,,,,324,GIN
Guinea,1/31/2020,0,0,,,0,,,,,,,324,GIN
Guinea,2/1/2020,0,0,,,0,,,,,,,324,GIN
Guinea,2/2/2020,0,0,,,0,,,,,,,324,GIN
Guinea,2/3/2020,0,0,,,0,,,,,,,324,GIN
Guinea,2/4/2020,0,0,,,0,,,,,,,324,GIN
Guinea,2/5/2020,0,0,,,0,,,,,,,324,GIN
Guinea,2/6/2020,0,0,,,0,,,,,,,324,GIN
Guinea,2/7/2020,0,0,,,0,,,,,,,324,GIN
Guinea,2/8/2020,0,0,,,0,,,,,,,324,GIN
Guinea,2/9/2020,0,0,,,0,,,,,,,324,GIN
Guinea,2/10/2020,0,0,,,0,,,,,,,324,GIN
Guinea,2/11/2020,0,0,,,0,,,,,,,324,GIN
Guinea,2/12/2020,0,0,,,0,,,,,,,324,GIN
Guinea,2/13/2020,0,0,,,0,,,,,,,324,GIN
Guinea,2/14/2020,0,0,,,0,,,,,,,324,GIN
Guinea,2/15/2020,0,0,,,0,,,,,,,324,GIN
Guinea,2/16/2020,0,0,,,0,,,,,,,324,GIN
Guinea,2/17/2020,0,0,,,0,,,,,,,324,GIN
Guinea,2/18/2020,0,0,,,0,,,,,,,324,GIN
Guinea,2/19/2020,0,0,,,0,,,,,,,324,GIN
Guinea,2/20/2020,0,0,,,0,,,,,,,324,GIN
Guinea,2/21/2020,0,0,,,0,,,,,,,324,GIN
Guinea,2/22/2020,0,0,,,0,,,,,,,324,GIN
Guinea,2/23/2020,0,0,,,0,,,,,,,324,GIN
Guinea,2/24/2020,0,0,,,0,,,,,,,324,GIN
Guinea,2/25/2020,0,0,,,0,,,,,,,324,GIN
Guinea,2/26/2020,0,0,,,0,,,,,,,324,GIN
Guinea,2/27/2020,0,0,,,0,,,,,,,324,GIN
Guinea,2/28/2020,0,0,,,0,,,,,,,324,GIN
Guinea,2/29/2020,0,0,,,0,,,,,,,324,GIN
Guinea,3/1/2020,0,0,,,0,,,,,,,324,GIN
Guinea,3/2/2020,0,0,,,0,,,,,,,324,GIN
Guinea,3/3/2020,0,0,,,0,,,,,,,324,GIN
Guinea,3/4/2020,0,0,,,0,,,,,,,324,GIN
Guinea,3/5/2020,0,0,,,0,,,,,,,324,GIN
Guinea,3/6/2020,0,0,,,0,,,,,,,324,GIN
Guinea,3/7/2020,0,0,,,0,,,,,,,324,GIN
Guinea,3/8/2020,0,0,,,0,,,,,,,324,GIN
Guinea,3/9/2020,0,0,,,0,,,,,,,324,GIN
Guinea,3/10/2020,0,0,,,0,,,,,,,324,GIN
Guinea,3/11/2020,0,0,,,0,,,,,,,324,GIN
Guinea,3/12/2020,0,0,,,0,,,,,,,324,GIN
Guinea,3/13/2020,1,0,,,1,,,,,,,324,GIN
Guinea,3/14/2020,1,0,,,0,,,,,,,324,GIN
Guinea,3/15/2020,1,0,,,0,,,,,,,324,GIN
Guinea,3/16/2020,1,0,,,0,,,,,,,324,GIN
Guinea,3/17/2020,1,0,,,0,,,,,,,324,GIN
Guinea,3/18/2020,1,0,,,0,,,,,,,324,GIN
Guinea,3/19/2020,1,0,,,0,,,,,,,324,GIN
Guinea,3/20/2020,1,0,,,0,,,,,,,324,GIN
Guinea,3/21/2020,2,0,,,1,,,,,,,324,GIN
Guinea,3/22/2020,2,0,,,0,,,,,,,324,GIN
Guinea,3/23/2020,4,0,,,2,,,,,,,324,GIN
Guinea,3/24/2020,4,0,,,0,,,,,,,324,GIN
Guinea,3/25/2020,4,0,,,0,,,,,,,324,GIN
Guinea,3/26/2020,4,0,,,0,,,,,,,324,GIN
Guinea,3/27/2020,8,0,,,4,,,,,,,324,GIN
Guinea,3/28/2020,8,0,,,0,,,,,,,324,GIN
Guinea,3/29/2020,16,0,,,8,,,,,,,324,GIN
Guinea,3/30/2020,22,0,,,6,,,,,,,324,GIN
Guinea,3/31/2020,22,0,,,0,,,,,,,324,GIN
Guinea,4/1/2020,30,0,,,8,,,,,,,324,GIN
Guinea,4/2/2020,52,0,,,22,,,,,,,324,GIN
Guinea-Bissau,1/22/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,1/23/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,1/24/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,1/25/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,1/26/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,1/27/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,1/28/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,1/29/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,1/30/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,1/31/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,2/1/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,2/2/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,2/3/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,2/4/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,2/5/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,2/6/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,2/7/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,2/8/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,2/9/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,2/10/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,2/11/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,2/12/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,2/13/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,2/14/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,2/15/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,2/16/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,2/17/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,2/18/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,2/19/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,2/20/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,2/21/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,2/22/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,2/23/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,2/24/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,2/25/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,2/26/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,2/27/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,2/28/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,2/29/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,3/1/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,3/2/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,3/3/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,3/4/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,3/5/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,3/6/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,3/7/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,3/8/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,3/9/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,3/10/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,3/11/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,3/12/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,3/13/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,3/14/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,3/15/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,3/16/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,3/17/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,3/18/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,3/19/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,3/20/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,3/21/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,3/22/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,3/23/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,3/24/2020,0,0,,,0,,,,,,,624,GNB
Guinea-Bissau,3/25/2020,2,0,,,2,,,,,,,624,GNB
Guinea-Bissau,3/26/2020,2,0,,,0,,,,,,,624,GNB
Guinea-Bissau,3/27/2020,2,0,,,0,,,,,,,624,GNB
Guinea-Bissau,3/28/2020,2,0,,,0,,,,,,,624,GNB
Guinea-Bissau,3/29/2020,2,0,,,0,,,,,,,624,GNB
Guinea-Bissau,3/30/2020,8,0,,,6,,,,,,,624,GNB
Guinea-Bissau,3/31/2020,8,0,,,0,,,,,,,624,GNB
Guinea-Bissau,4/1/2020,9,0,,,1,,,,,,,624,GNB
Guinea-Bissau,4/2/2020,9,0,,,0,,,,,,,624,GNB
Guyana,1/22/2020,0,0,,,0,,,,,,,328,GUY
Guyana,1/23/2020,0,0,,,0,,,,,,,328,GUY
Guyana,1/24/2020,0,0,,,0,,,,,,,328,GUY
Guyana,1/25/2020,0,0,,,0,,,,,,,328,GUY
Guyana,1/26/2020,0,0,,,0,,,,,,,328,GUY
Guyana,1/27/2020,0,0,,,0,,,,,,,328,GUY
Guyana,1/28/2020,0,0,,,0,,,,,,,328,GUY
Guyana,1/29/2020,0,0,,,0,,,,,,,328,GUY
Guyana,1/30/2020,0,0,,,0,,,,,,,328,GUY
Guyana,1/31/2020,0,0,,,0,,,,,,,328,GUY
Guyana,2/1/2020,0,0,,,0,,,,,,,328,GUY
Guyana,2/2/2020,0,0,,,0,,,,,,,328,GUY
Guyana,2/3/2020,0,0,,,0,,,,,,,328,GUY
Guyana,2/4/2020,0,0,,,0,,,,,,,328,GUY
Guyana,2/5/2020,0,0,,,0,,,,,,,328,GUY
Guyana,2/6/2020,0,0,,,0,,,,,,,328,GUY
Guyana,2/7/2020,0,0,,,0,,,,,,,328,GUY
Guyana,2/8/2020,0,0,,,0,,,,,,,328,GUY
Guyana,2/9/2020,0,0,,,0,,,,,,,328,GUY
Guyana,2/10/2020,0,0,,,0,,,,,,,328,GUY
Guyana,2/11/2020,0,0,,,0,,,,,,,328,GUY
Guyana,2/12/2020,0,0,,,0,,,,,,,328,GUY
Guyana,2/13/2020,0,0,,,0,,,,,,,328,GUY
Guyana,2/14/2020,0,0,,,0,,,,,,,328,GUY
Guyana,2/15/2020,0,0,,,0,,,,,,,328,GUY
Guyana,2/16/2020,0,0,,,0,,,,,,,328,GUY
Guyana,2/17/2020,0,0,,,0,,,,,,,328,GUY
Guyana,2/18/2020,0,0,,,0,,,,,,,328,GUY
Guyana,2/19/2020,0,0,,,0,,,,,,,328,GUY
Guyana,2/20/2020,0,0,,,0,,,,,,,328,GUY
Guyana,2/21/2020,0,0,,,0,,,,,,,328,GUY
Guyana,2/22/2020,0,0,,,0,,,,,,,328,GUY
Guyana,2/23/2020,0,0,,,0,,,,,,,328,GUY
Guyana,2/24/2020,0,0,,,0,,,,,,,328,GUY
Guyana,2/25/2020,0,0,,,0,,,,,,,328,GUY
Guyana,2/26/2020,0,0,,,0,,,,,,,328,GUY
Guyana,2/27/2020,0,0,,,0,,,,,,,328,GUY
Guyana,2/28/2020,0,0,,,0,,,,,,,328,GUY
Guyana,2/29/2020,0,0,,,0,,,,,,,328,GUY
Guyana,3/1/2020,0,0,,,0,,,,,,,328,GUY
Guyana,3/2/2020,0,0,,,0,,,,,,,328,GUY
Guyana,3/3/2020,0,0,,,0,,,,,,,328,GUY
Guyana,3/4/2020,0,0,,,0,,,,,,,328,GUY
Guyana,3/5/2020,0,0,,,0,,,,,,,328,GUY
Guyana,3/6/2020,0,0,,,0,,,,,,,328,GUY
Guyana,3/7/2020,0,0,,,0,,,,,,,328,GUY
Guyana,3/8/2020,0,0,,,0,,,,,,,328,GUY
Guyana,3/9/2020,0,0,,,0,,,,,,,328,GUY
Guyana,3/10/2020,0,0,,,0,,,,,,,328,GUY
Guyana,3/11/2020,0,0,,,0,,,,,,,328,GUY
Guyana,3/12/2020,1,1,,,1,,,,,,,328,GUY
Guyana,3/13/2020,1,1,,,0,,,,,,,328,GUY
Guyana,3/14/2020,1,1,,,0,,,,,,,328,GUY
Guyana,3/15/2020,4,1,,,3,,,,,,,328,GUY
Guyana,3/16/2020,4,1,,,0,,,,,,,328,GUY
Guyana,3/17/2020,7,1,,,3,,,,,,,328,GUY
Guyana,3/18/2020,7,1,,,0,,,,,,,328,GUY
Guyana,3/19/2020,7,1,,,0,,,,,,,328,GUY
Guyana,3/20/2020,7,1,,,0,,,,,,,328,GUY
Guyana,3/21/2020,7,1,,,0,,,,,,,328,GUY
Guyana,3/22/2020,19,1,,,12,,,,,,,328,GUY
Guyana,3/23/2020,20,1,,,1,,,,,,,328,GUY
Guyana,3/24/2020,5,1,,,-15,,,,,,,328,GUY
Guyana,3/25/2020,5,1,,,0,,,,,,,328,GUY
Guyana,3/26/2020,5,1,,,0,,,,,,,328,GUY
Guyana,3/27/2020,5,1,,,0,,,,,,,328,GUY
Guyana,3/28/2020,8,1,,,3,,,,,,,328,GUY
Guyana,3/29/2020,8,1,,,0,,,,,,,328,GUY
Guyana,3/30/2020,8,1,,,0,,,,,,,328,GUY
Guyana,3/31/2020,12,2,,,4,,,,,,,328,GUY
Guyana,4/1/2020,19,2,,,7,,,,,,,328,GUY
